case	family	hex	mark	strokes	admissible	components	enum	groupEnum	groupFill	groupBox%	heightCV	pop%
artofficial.jpg	family-1540	#04002a	0.000	24	388	8168	0.003	0.062	0.5179	100.00	1.489	18.1344
artofficial.jpg	family-10344	#fded9f	0.001	24	224	3349	0.007	0.107	0.2965	54.70	1.443	7.5183
artofficial.jpg	family-3746	#35325d	0.000	24	88	4270	0.006	0.273	0.1088	98.01	1.393	5.3136
artofficial.jpg	family-9043	#f0bb37	0.000	24	291	11189	0.002	0.082	0.1613	100.00	1.210	8.2809
artofficial.jpg	family-9884	#f5e50c	0.002	24	240	3686	0.007	0.100	0.1058	76.07	1.068	3.7949
artofficial.jpg	family-3285	#1d313a	0.000	24	163	17840	0.001	0.147	0.0361	92.99	0.731	4.2216
artofficial.jpg	family-2423	#161439	0.000	24	225	17587	0.001	0.107	0.0427	97.32	0.713	4.8331
artofficial.jpg	family-7257	#a09440	0.000	21	45	22566	0.001	0.467	0.0055	70.11	0.477	3.8010
artofficial.jpg	family-8140	#c0ac33	0.000	24	63	19064	0.001	0.381	0.0068	89.32	0.489	3.1709
artofficial.jpg	family-5933	#717246	0.000	23	71	22592	0.001	0.324	0.0061	89.03	0.322	4.0956
artofficial.jpg	family-4609	#455143	0.000	23	51	16182	0.001	0.451	0.0063	79.86	0.460	2.7252
artofficial.jpg	family-1101	#09000f	0.000	21	48	2470	0.009	0.438	0.0063	61.70	0.350	0.7432
artofficial.jpg	family-4146	#0f4c4d	0.000	24	89	12033	0.002	0.270	0.0200	61.44	0.661	2.5363
artofficial.jpg	family-5450	#1a7643	0.000	24	106	9365	0.003	0.226	0.0248	98.40	1.176	2.2792
artofficial.jpg	family-5028	#0f6469	0.001	24	58	4442	0.005	0.414	0.0117	88.08	0.779	1.2054
artofficial.jpg	family-6815	#878a5d	0.000	5	6	14247	0.000	0.833	0.0026	36.94	0.807	2.0080
artofficial.jpg	family-7655	#5eb370	0.003	24	109	3822	0.006	0.220	0.0472	95.30	1.121	2.1030
artofficial.jpg	family-9021	#d2c674	0.000	21	47	8862	0.002	0.447	0.0065	47.61	0.758	1.8110
artofficial.jpg	family-5889	#027e80	0.004	24	75	2306	0.010	0.320	0.0251	62.67	0.750	1.1009
artofficial.jpg	family-6900	#d95733	0.008	24	45	1684	0.014	0.533	0.0190	77.69	0.920	0.9851
artofficial.jpg	family-6858	#b87435	0.000	24	76	8991	0.003	0.316	0.0151	75.46	0.505	2.0948
artofficial.jpg	family-6753	#29a14a	0.002	24	58	3591	0.007	0.414	0.0180	96.53	0.820	1.2542
artofficial.jpg	family-6332	#448c4c	0.000	23	45	7280	0.003	0.511	0.0059	83.55	0.481	1.4140
artofficial.jpg	family-8182	#ea9538	0.004	24	65	3033	0.008	0.369	0.0602	43.41	0.852	1.5071
artofficial.jpg	family-5555	#9d4434	0.001	24	47	6811	0.004	0.511	0.0231	49.18	0.916	1.6519
artofficial.jpg	family-4210	#603435	0.000	22	37	8270	0.003	0.595	0.0052	92.44	0.583	1.5205
artofficial.jpg	family-9039	#c7c1cd	0.044	20	21	396	0.051	0.952	0.0291	57.13	0.764	0.7439
artofficial.jpg	family-5510	#5d5f85	0.002	23	30	2083	0.011	0.767	0.0302	70.78	1.227	0.8141
artofficial.jpg	family-8098	#91bb3f	0.008	24	42	1154	0.021	0.571	0.0071	70.88	0.518	0.4343
artofficial.jpg	family-9001	#c9cb3c	0.000	6	6	3197	0.002	1.000	0.0016	29.64	0.495	0.4662
artofficial.jpg	family-5072	#6d5338	0.000	5	5	7807	0.001	1.000	0.0024	18.80	0.283	0.9888
artofficial.jpg	family-8115	#7bb8b9	0.056	24	26	332	0.072	0.923	0.0237	52.65	0.702	0.5284
artofficial.jpg	family-2886	#39162a	0.000	14	19	3906	0.004	0.737	0.0111	17.72	0.554	0.7580
artofficial.jpg	family-8138	#aeae7c	0.000	4	4	4609	0.001	1.000	0.0036	5.21	0.883	0.7564
artofficial.jpg	family-6771	#219799	0.004	24	40	1706	0.014	0.600	0.0163	39.47	0.589	0.4934
artofficial.jpg	family-4673	#7e312b	0.000	6	6	3027	0.002	1.000	0.0055	17.48	0.266	0.4427
artofficial.jpg	family-8157	#b0aab8	0.003	15	18	981	0.015	0.833	0.1375	1.40	0.249	0.2593
artofficial.jpg	family-4628	#4c486d	0.000	10	11	2085	0.005	0.909	0.0021	72.14	0.682	0.3663
artofficial.jpg	family-2004	#21051e	0.000	3	4	1904	0.002	0.750	0.0344	1.92	0.347	0.2789
artofficial.jpg	family-7275	#978ea1	0.001	9	9	1229	0.007	1.000	0.0012	50.18	0.374	0.2428
artofficial.jpg	family-6393	#7e768b	0.001	10	10	1924	0.005	1.000	0.0065	44.17	0.744	0.3863
artofficial.jpg	family-5091	#74485f	0.004	14	14	930	0.015	1.000	0.0232	5.01	0.379	0.1867
artofficial.jpg	family-6478	#c94777	0.018	4	4	77	0.052	1.000	0.3329	0.50	0.535	0.0898
artofficial.jpg	family-5974	#945e5c	0.000	3	3	523	0.006	1.000	0.1646	0.06	0.103	0.0935
artofficial.jpg	family-7781	#ed7574	0.025	8	8	152	0.053	1.000	0.0067	15.34	0.466	0.0682
artofficial.jpg	family-10363	#fae8d4	0.004	3	3	73	0.041	1.000	0.8062	0.06	0.535	0.0441
birdsofprey.jpg	family-6753	#31a329	0.000	5	6	92	0.054	0.833	0.9786	9.54	1.962	5.9035
birdsofprey.jpg	family-9481	#dfcdc9	0.001	24	159	5542	0.004	0.151	0.2907	71.97	1.330	9.1810
birdsofprey.jpg	family-660	#030102	0.012	20	27	1601	0.012	0.741	0.1222	73.71	0.952	6.5383
birdsofprey.jpg	family-6921	#eb3821	0.000	12	14	593	0.020	0.857	0.2281	48.19	1.736	6.3728
birdsofprey.jpg	family-3723	#132f78	0.000	11	15	396	0.028	0.733	0.1315	56.94	2.164	3.4383
birdsofprey.jpg	family-7634	#21b871	0.000	4	6	107	0.037	0.667	0.6416	9.44	0.889	2.2778
birdsofprey.jpg	family-7783	#fb6c1d	0.001	11	13	410	0.027	0.846	0.1887	29.61	1.600	3.3926
birdsofprey.jpg	family-8599	#cbb2ad	0.001	24	158	7250	0.003	0.152	0.1956	69.33	1.183	4.7097
birdsofprey.jpg	family-5047	#245894	0.001	14	15	640	0.022	0.933	0.1575	36.19	2.248	2.2833
birdsofprey.jpg	family-8074	#2bc69e	0.002	19	21	387	0.049	0.905	0.2850	29.28	1.292	3.3659
birdsofprey.jpg	family-7298	#bd8264	0.001	24	58	4574	0.005	0.414	0.1699	53.84	1.972	2.3145
birdsofprey.jpg	family-8159	#c4a680	0.001	23	88	5603	0.004	0.261	0.0389	45.31	0.769	1.6991
birdsofprey.jpg	family-6858	#bb732b	0.002	17	18	1648	0.010	0.944	0.0613	48.49	0.912	1.5630
birdsofprey.jpg	family-6498	#d02981	0.026	15	16	167	0.090	0.938	0.1475	34.53	1.121	1.9594
birdsofprey.jpg	family-5908	#2276a5	0.041	13	13	221	0.059	1.000	0.6333	4.13	1.572	1.1149
birdsofprey.jpg	family-7657	#80af2d	0.007	6	8	92	0.065	0.750	0.5420	10.76	1.395	1.5766
birdsofprey.jpg	family-7738	#bf928f	0.003	24	73	3827	0.006	0.329	0.1818	27.43	0.962	1.7812
birdsofprey.jpg	family-9440	#bcddb0	0.017	24	43	997	0.024	0.558	0.1508	28.06	1.081	1.4465
birdsofprey.jpg	family-8182	#ea942d	0.002	12	13	378	0.032	0.923	0.0815	40.65	1.717	1.1293
birdsofprey.jpg	family-8241	#fc74b6	0.001	10	11	441	0.023	0.909	0.0441	35.11	1.447	0.7280
birdsofprey.jpg	family-1984	#1b0e08	0.002	24	49	3362	0.007	0.490	0.0166	55.74	0.645	0.9823
birdsofprey.jpg	family-1522	#040b03	0.001	23	39	3103	0.007	0.590	0.0091	53.97	1.011	0.8291
birdsofprey.jpg	family-5975	#975e43	0.003	24	65	3629	0.007	0.369	0.1013	40.34	1.121	1.8452
birdsofprey.jpg	family-2866	#301f18	0.002	24	49	3501	0.007	0.490	0.0206	42.29	0.491	0.9715
birdsofprey.jpg	family-7699	#b3a027	0.001	10	11	511	0.020	0.909	0.0593	57.59	1.690	0.8536
birdsofprey.jpg	family-8537	#87cb8e	0.010	22	39	1261	0.017	0.564	0.0731	28.22	1.060	0.8821
birdsofprey.jpg	family-3748	#44332b	0.001	23	37	4807	0.005	0.622	0.0237	28.62	0.481	1.0387
birdsofprey.jpg	family-10363	#f4e7de	0.002	24	68	2505	0.010	0.353	0.0368	30.45	0.595	0.9927
birdsofprey.jpg	family-7652	#23b2c2	0.033	4	5	37	0.108	0.800	0.2742	4.50	1.116	0.7081
birdsofprey.jpg	family-7696	#97a395	0.003	23	43	2592	0.009	0.535	0.0281	31.88	0.714	0.8522
birdsofprey.jpg	family-9062	#f0b597	0.013	24	30	944	0.025	0.800	0.0242	53.65	0.665	0.5214
birdsofprey.jpg	family-9081	#f5abd0	0.002	13	19	821	0.016	0.684	0.0351	42.69	1.357	0.3999
birdsofprey.jpg	family-6835	#968277	0.000	7	7	3865	0.002	1.000	0.0042	11.57	0.443	0.6296
birdsofprey.jpg	family-5071	#65544c	0.000	13	21	5808	0.002	0.619	0.0314	46.14	1.044	1.0912
birdsofprey.jpg	family-6395	#93754f	0.000	10	10	2479	0.004	1.000	0.0078	7.37	0.290	0.4678
birdsofprey.jpg	family-7359	#e4549a	0.003	13	14	551	0.024	0.929	0.4099	4.59	1.291	0.7367
birdsofprey.jpg	family-4652	#703e23	0.001	21	45	2859	0.007	0.467	0.0394	33.74	0.877	0.8730
birdsofprey.jpg	family-6018	#bc3c1f	0.014	22	35	908	0.024	0.629	0.0468	32.22	0.884	0.7386
birdsofprey.jpg	family-4694	#8e171b	0.023	23	28	657	0.035	0.821	0.0365	28.32	0.637	0.4841
birdsofprey.jpg	family-8976	#61d9cf	0.016	8	9	94	0.085	0.889	0.8121	1.96	1.365	0.3345
birdsofprey.jpg	family-7256	#989467	0.007	19	24	1000	0.019	0.792	0.0388	19.55	0.676	0.3776
birdsofprey.jpg	family-9018	#b6c7ce	0.004	7	7	513	0.014	1.000	0.0274	6.40	1.227	0.1634
birdsofprey.jpg	family-2403	#111c22	0.001	14	18	1816	0.008	0.778	0.0068	28.15	1.322	0.4227
birdsofprey.jpg	family-3329	#4c1f0a	0.001	15	16	1325	0.011	0.938	0.0051	25.26	0.313	0.3304
birdsofprey.jpg	family-8222	#fb7e7c	0.002	6	7	371	0.016	0.857	0.0327	17.42	0.743	0.3026
birdsofprey.jpg	family-7361	#ee5361	0.020	11	11	307	0.036	1.000	0.0228	17.09	0.531	0.2072
birdsofprey.jpg	family-7676	#85ab78	0.004	19	28	1007	0.019	0.679	0.0224	28.93	0.853	0.3947
birdsofprey.jpg	family-3791	#680e0e	0.004	12	13	746	0.016	0.923	0.0126	14.58	0.455	0.2562
birdsofprey.jpg	family-4607	#304d6f	0.001	7	7	829	0.008	1.000	0.0014	29.57	1.478	0.1667
birdsofprey.jpg	family-7758	#ce84a7	0.001	12	14	988	0.012	0.857	0.0708	7.52	1.021	0.3820
birdsofprey.jpg	family-6773	#4e9960	0.006	21	30	892	0.024	0.700	0.0126	35.51	1.340	0.3861
birdsofprey.jpg	family-2447	#350a00	0.003	8	8	616	0.013	1.000	0.0378	6.67	0.506	0.1855
birdsofprey.jpg	family-5115	#94380f	0.004	9	9	684	0.013	1.000	0.0334	6.48	0.517	0.2070
birdsofprey.jpg	family-8580	#c5b971	0.001	4	4	454	0.009	1.000	0.0266	7.71	0.808	0.1405
birdsofprey.jpg	family-220	#000000	0.000	3	3	357	0.008	1.000	0.1156	0.10	0.354	0.0737
birdsofprey.jpg	family-5489	#446586	0.001	9	9	951	0.009	1.000	0.0022	26.84	1.141	0.1999
birdsofprey.jpg	family-8642	#f99b81	0.002	12	12	743	0.016	1.000	0.0085	16.82	0.426	0.1872
birdsofprey.jpg	family-7694	#83a2c1	0.013	9	9	347	0.026	1.000	0.0935	5.26	0.720	0.1760
birdsofprey.jpg	family-5911	#4a7b65	0.006	14	14	677	0.021	1.000	0.0035	25.30	0.878	0.1872
birdsofprey.jpg	family-2843	#102341	0.000	3	3	562	0.005	1.000	0.0139	0.76	0.298	0.1337
birdsofprey.jpg	family-4610	#514f26	0.002	6	6	560	0.011	1.000	0.0048	6.78	0.727	0.1208
birdsofprey.jpg	family-3725	#1f3857	0.000	3	3	383	0.008	1.000	0.0358	0.46	0.852	0.0722
birdsofprey.jpg	family-4626	#3b4292	0.012	13	13	333	0.039	1.000	0.0818	1.38	0.351	0.1213
birdsofprey.jpg	family-7761	#e37f5d	0.006	12	12	470	0.026	1.000	0.0081	16.68	0.548	0.1392
birdsofprey.jpg	family-9022	#dec34e	0.013	8	8	202	0.040	1.000	0.0020	37.90	0.497	0.0747
birdsofprey.jpg	family-5450	#2f743e	0.002	5	5	351	0.014	1.000	0.0013	22.87	0.807	0.0832
birdsofprey.jpg	family-8639	#e09ad9	0.007	6	6	238	0.025	1.000	0.1316	0.60	0.245	0.0777
birdsofprey.jpg	family-2824	#092b1a	0.008	11	11	321	0.034	1.000	0.0017	18.68	0.803	0.0852
birdsofprey.jpg	family-5029	#3c624d	0.000	3	3	379	0.008	1.000	0.0157	0.77	0.832	0.0738
birdsofprey.jpg	family-6877	#bd6c75	0.000	3	3	529	0.006	1.000	0.0053	6.76	0.516	0.0901
birdsofprey.jpg	family-8118	#9fb65e	0.047	6	6	70	0.086	1.000	0.0170	9.13	0.570	0.0627
birdsofprey.jpg	family-8556	#85c3ce	0.047	5	5	52	0.096	1.000	0.0214	6.32	0.533	0.0644
birdsofprey.jpg	family-5134	#972a47	0.000	3	3	347	0.009	1.000	0.8375	0.06	0.268	0.0735
birdsofprey.jpg	family-6479	#d23747	0.007	5	5	150	0.033	1.000	0.2842	0.11	0.272	0.0424
birdsofprey.jpg	family-3706	#17412b	0.003	7	7	454	0.015	1.000	0.0019	19.34	0.739	0.0963
birdsofprey.jpg	family-4252	#781436	0.003	4	4	207	0.019	1.000	0.0338	3.32	0.456	0.0687
birdsofprey.jpg	family-9483	#f7c884	0.002	4	4	209	0.019	1.000	0.0280	1.24	0.386	0.0503
black.jpg	family-220	#000000	0.000	24	52	1564	0.015	0.462	1.0000	100.00	4.009	83.6179
black.jpg	family-1102	#030303	0.038	24	56	338	0.071	0.429	0.4045	98.14	1.326	7.8483
black.jpg	family-5071	#575757	0.000	24	35	184	0.130	0.686	0.2196	89.51	1.979	4.4121
black.jpg	family-4189	#424242	0.004	24	69	2167	0.011	0.348	0.0265	84.22	0.829	1.5811
black.jpg	family-3307	#2e2e2e	0.003	24	59	2372	0.010	0.407	0.0132	90.80	0.790	1.1456
black.jpg	family-1984	#111111	0.002	23	70	2483	0.009	0.329	0.0112	89.98	0.858	1.1739
black.jpg	family-5953	#6e6e6e	0.064	10	10	86	0.116	1.000	0.0272	24.59	0.728	0.2210
disney.avif	family-7231	#2199d6	0.000	7	8	19	0.368	0.875	1.0000	24.90	2.059	23.3659
disney.avif	family-6497	#c72690	0.002	12	14	57	0.211	0.857	1.0000	25.10	1.802	22.6749
disney.avif	family-8203	#f68121	0.002	10	11	47	0.213	0.909	1.0000	24.90	2.066	23.1258
disney.avif	family-10783	#fbfdfa	0.925	15	15	15	1.000	1.000	0.4144	13.38	0.407	2.2414
disney.avif	family-5595	#ab1e6d	0.081	8	9	37	0.216	0.889	1.0000	10.15	1.316	1.1822
disney.avif	family-6917	#cf4c9c	0.002	4	5	88	0.045	0.800	0.7575	7.73	1.327	0.3725
disney.avif	family-8534	#57c8e8	0.013	6	7	159	0.038	0.857	0.4743	15.86	0.975	0.5084
disney.avif	family-8623	#faa028	0.077	16	16	140	0.114	1.000	0.1270	9.79	1.036	0.4432
disney.avif	family-7342	#ed6322	0.362	9	9	22	0.409	1.000	0.2346	8.93	0.636	0.4295
disney.avif	family-7194	#3aad48	0.141	6	6	25	0.240	1.000	0.1624	9.66	0.758	0.2576
disney.avif	family-8979	#aad464	0.002	3	4	70	0.043	0.750	0.3389	10.45	0.827	0.2593
disney.avif	family-6920	#dc5166	0.214	4	4	6	0.667	1.000	0.8687	0.08	0.291	0.0784
disney.avif	family-6348	#0f80c4	0.031	5	5	41	0.122	1.000	0.0364	11.27	0.941	0.1282
disney.avif	family-6436	#a36072	0.017	3	3	18	0.167	1.000	0.5241	0.08	0.000	0.0673
doja.jpg	family-8241	#fd75b5	0.000	24	140	1611	0.015	0.171	1.0000	100.00	3.286	52.3804
doja.jpg	family-7381	#fd3d86	0.004	24	90	1283	0.019	0.267	0.2626	90.69	1.208	8.5593
doja.jpg	family-9081	#fda8cf	0.001	24	137	2086	0.012	0.175	0.2479	98.44	3.153	9.4089
doja.jpg	family-8642	#f79e80	0.000	23	26	413	0.056	0.885	0.6707	32.32	1.715	7.9587
doja.jpg	family-7760	#e18169	0.012	24	48	1072	0.022	0.500	0.4804	34.54	1.607	4.7051
doja.jpg	family-8662	#fd8fa8	0.003	24	91	1388	0.017	0.264	0.0596	50.95	0.752	1.6194
doja.jpg	family-9942	#fecce5	0.012	24	53	1096	0.022	0.453	0.1144	50.71	2.102	2.0171
doja.jpg	family-7802	#f96478	0.009	24	64	1308	0.018	0.375	0.1164	44.96	1.078	2.3413
doja.jpg	family-6899	#d25c52	0.020	23	38	667	0.034	0.605	0.4379	35.33	1.796	2.7703
doja.jpg	family-6941	#ee3054	0.012	24	61	987	0.024	0.393	0.2517	42.35	1.162	2.0461
doja.jpg	family-9503	#fcc0a6	0.029	24	25	460	0.052	0.960	0.0789	32.70	1.150	0.9087
doja.jpg	family-6038	#c62841	0.012	24	47	777	0.031	0.511	0.0443	34.45	0.742	0.8022
doja.jpg	family-10803	#fff6fc	0.048	20	30	309	0.065	0.667	0.0313	76.35	0.980	1.1106
doja.jpg	family-5576	#a83636	0.013	23	30	833	0.028	0.767	0.1012	31.25	1.079	0.8350
doja.jpg	family-4694	#8e1526	0.007	9	11	604	0.015	0.818	0.1240	30.38	1.337	0.8809
doja.jpg	family-5155	#9f164c	0.001	5	6	274	0.018	0.833	0.0161	23.66	0.816	0.3525
doja.jpg	family-6499	#de1a6c	0.000	3	4	180	0.017	0.750	0.0207	21.67	1.050	0.2290
doja.jpg	family-3812	#700318	0.010	9	9	363	0.025	1.000	0.0142	17.53	0.561	0.2544
doja.jpg	family-3349	#560b1f	0.037	17	17	229	0.074	1.000	0.0197	23.31	0.524	0.2698
doja.jpg	family-5995	#a2575c	0.000	3	3	294	0.010	1.000	0.0050	6.93	0.267	0.1213
doja.jpg	family-2005	#280104	0.001	3	3	134	0.022	1.000	0.0076	4.98	0.074	0.0732
elephunk.jpg	family-6792	#55919b	0.000	24	202	1246	0.019	0.119	1.0000	100.00	2.921	26.1788
elephunk.jpg	family-2844	#022833	0.000	24	95	880	0.027	0.253	1.0000	87.41	2.076	19.7648
elephunk.jpg	family-10784	#fcfdd1	0.013	24	119	491	0.049	0.202	1.0000	92.16	1.089	16.1500
elephunk.jpg	family-9018	#a5c7c8	0.005	22	22	2598	0.008	1.000	0.1109	69.38	0.953	5.0128
elephunk.jpg	family-4146	#0f4b55	0.003	22	25	3660	0.006	0.880	0.2965	82.61	1.445	5.5376
elephunk.jpg	family-5910	#447981	0.000	13	14	2964	0.004	0.929	0.0229	68.44	0.860	1.9352
elephunk.jpg	family-5028	#23616c	0.004	22	22	2716	0.008	1.000	0.0467	78.32	1.148	2.6656
elephunk.jpg	family-9901	#d3e4d1	0.002	24	26	2823	0.009	0.923	0.0225	88.72	0.885	2.2884
elephunk.jpg	family-1962	#061518	0.003	24	81	1986	0.012	0.296	0.0723	74.76	0.783	3.2196
elephunk.jpg	family-661	#030000	0.038	19	21	345	0.055	0.905	0.1335	70.22	1.245	2.8872
elephunk.jpg	family-2866	#2f201b	0.012	24	53	673	0.036	0.453	0.0590	72.31	0.658	1.6904
elephunk.jpg	family-7255	#81998b	0.001	24	37	3110	0.008	0.649	0.0074	92.16	1.627	2.2252
elephunk.jpg	family-8600	#d4b090	0.045	22	29	387	0.057	0.759	0.0453	70.11	0.918	1.5828
elephunk.jpg	family-6857	#ac795a	0.019	21	22	549	0.038	0.955	0.0273	66.29	0.749	0.9848
elephunk.jpg	family-3748	#463229	0.004	20	29	1036	0.019	0.690	0.0125	71.06	0.657	1.0604
elephunk.jpg	family-8137	#9cb1a2	0.001	15	15	2088	0.007	1.000	0.0044	87.61	1.143	1.2760
elephunk.jpg	family-220	#000000	0.002	5	6	175	0.029	0.833	0.0054	51.16	0.997	0.3192
elephunk.jpg	family-7739	#c7916d	0.029	22	28	479	0.046	0.786	0.0441	72.38	0.942	1.3740
elephunk.jpg	family-5975	#946146	0.027	20	21	345	0.058	0.952	0.0136	66.66	0.629	0.5288
elephunk.jpg	family-4630	#5c483f	0.010	24	41	964	0.025	0.585	0.0304	78.47	0.922	1.3796
elephunk.jpg	family-5512	#725e57	0.000	4	4	887	0.005	1.000	0.0011	65.26	0.582	0.5528
elephunk.jpg	family-9482	#e9c8a9	0.000	3	3	197	0.015	1.000	0.4593	0.11	0.236	0.1576
franz.jpg	family-1521	#020612	0.000	9	10	115	0.078	0.900	1.0000	100.00	2.183	84.0337
franz.jpg	family-10343	#f9ebc4	0.390	18	18	41	0.439	1.000	0.3763	68.39	0.639	11.7178
franz.jpg	family-638	#00000b	0.000	3	3	1997	0.002	1.000	0.0449	0.60	1.257	0.7109
franz.jpg	family-9019	#cac4ac	0.000	5	5	1116	0.004	1.000	0.1188	0.52	1.124	0.3835
franz.jpg	family-2424	#1b191e	0.000	5	5	967	0.005	1.000	0.0850	0.49	1.539	0.2986
greenday.jpg	family-1079	#000211	0.000	18	21	656	0.027	0.857	1.0000	100.00	2.763	60.0679
greenday.jpg	family-11245	#ffffff	0.000	24	41	77	0.312	0.585	0.6220	85.27	1.458	23.9475
greenday.jpg	family-6038	#c13033	0.306	24	39	43	0.558	0.615	0.3778	47.02	0.503	10.0959
greenday.jpg	family-220	#000000	0.008	16	17	617	0.026	0.941	0.3074	2.55	0.466	0.5654
greenday.jpg	family-661	#010101	0.002	13	18	993	0.013	0.722	0.0082	78.20	0.621	0.6262
greenday.jpg	family-5135	#9c292e	0.004	17	17	795	0.021	1.000	0.0114	9.59	0.478	0.3608
greenday.jpg	family-1543	#0d0707	0.000	6	6	1382	0.004	1.000	0.0088	4.47	0.242	0.4958
greenday.jpg	family-2005	#270307	0.001	17	17	1258	0.014	1.000	0.0074	9.88	0.951	0.4983
greenday.jpg	family-4232	#741e1f	0.003	10	10	611	0.016	1.000	0.0064	8.88	0.427	0.2366
greenday.jpg	family-2424	#1a191f	0.002	10	10	915	0.011	1.000	0.0064	15.00	0.766	0.3723
greenday.jpg	family-10362	#ebecf0	0.002	13	13	812	0.016	1.000	0.0015	80.09	0.682	0.3713
greenday.jpg	family-3350	#570f10	0.003	20	20	1120	0.018	1.000	0.0066	18.10	0.822	0.5039
greenday.jpg	family-9480	#cecfd3	0.006	15	15	640	0.023	1.000	0.0016	82.26	0.736	0.3264
greenday.jpg	family-3747	#37363b	0.007	15	15	638	0.024	1.000	0.0017	82.82	0.932	0.3157
greenday.jpg	family-8598	#b7b8bc	0.006	15	15	592	0.025	1.000	0.0011	76.38	1.180	0.2568
greenday.jpg	family-5952	#6f6e73	0.007	19	19	681	0.028	1.000	0.0016	76.79	0.869	0.3293
greenday.jpg	family-4629	#4c4d52	0.002	9	9	561	0.016	1.000	0.0006	73.85	0.687	0.2288
greenday.jpg	family-7276	#919191	0.004	14	14	648	0.022	1.000	0.0012	73.77	0.751	0.2815
havana.jpg	family-5048	#355c79	0.000	18	24	467	0.039	0.750	0.7706	50.17	3.059	27.0058
havana.jpg	family-3726	#2a3d4e	0.005	20	22	893	0.022	0.909	0.7163	43.83	1.806	16.1458
havana.jpg	family-10343	#f1e9bb	0.007	24	90	547	0.044	0.267	0.6080	42.71	1.776	9.6504
havana.jpg	family-7761	#e1824a	0.000	23	45	1220	0.019	0.511	0.2958	72.83	1.555	13.1319
havana.jpg	family-6879	#cc6544	0.002	19	27	1679	0.011	0.704	0.2624	49.83	0.666	6.9788
